order_id,order_date,customer_id,product_id,warehouse_id,quantity_ordered,order_value,promised_delivery_date,actual_delivery_date,order_status
ORD023675,2024-06-23,CUST01692,PROD052,WH010,15,1441.65,2024-06-29,2024-06-27,Delivered
ORD023676,2024-06-06,CUST00597,PROD006,WH003,15,7408.5,2024-06-13,2024-06-12,Delivered
ORD023677,2024-06-14,CUST00697,PROD003,WH004,2,283.82,2024-06-16,2024-06-16,Delivered
ORD023678,2024-01-23,CUST01559,PROD065,WH001,10,2164.4,2024-01-28,2024-01-28,Delivered
ORD023679,2024-12-16,CUST01564,PROD011,WH007,10,3305.6,2024-12-21,2024-12-19,Delivered
ORD023680,2024-09-15,CUST00162,PROD090,WH002,5,1486.7,2024-09-22,2024-09-22,Delivered
ORD023681,2025-11-05,CUST01955,PROD036,WH009,4,1878.72,2025-11-11,2025-11-09,Delivered
ORD023682,2024-02-07,CUST00255,PROD017,WH009,5,1730.6,2024-02-10,2024-02-10,Delivered
ORD023683,2024-10-18,CUST00163,PROD063,WH008,1,119.3,2024-10-21,2024-10-19,Delivered
ORD023684,2024-02-05,CUST01833,PROD037,WH007,3,998.52,2024-02-11,2024-02-09,Delivered
ORD023685,2024-09-15,CUST01868,PROD019,WH006,4,504.96,2024-09-22,2024-09-22,Delivered
ORD023686,2025-01-27,CUST01764,PROD028,WH002,2,440.78,2025-02-02,2025-02-02,Delivered
ORD023687,2025-07-14,CUST01391,PROD051,WH006,2,389.58,2025-07-18,2025-07-17,Delivered
ORD023688,2024-09-28,CUST00362,PROD092,WH003,10,1036.8,2024-10-05,2024-10-05,Delivered
ORD023689,2024-11-13,CUST01750,PROD048,WH005,5,1266.75,2024-11-20,2024-11-19,Delivered
ORD023690,2024-09-18,CUST00426,PROD091,WH010,1,44.7,2024-09-20,2024-09-20,Delivered
ORD023691,2024-12-12,CUST00383,PROD048,WH005,2,506.7,2024-12-16,2024-12-16,Delivered
ORD023692,2025-03-29,CUST01752,PROD052,WH002,3,288.33,2025-04-01,2025-03-30,Delivered
ORD023693,2024-09-05,CUST01131,PROD068,WH005,2,563.76,2024-09-08,2024-09-06,Delivered
ORD023694,2025-08-02,CUST01333,PROD046,WH010,3,161.97,2025-08-05,2025-08-03,Delivered
ORD023695,2025-05-30,CUST00934,PROD015,WH001,1,279.41,2025-06-03,2025-06-03,Delivered
ORD023696,2025-04-25,CUST00918,PROD016,WH005,3,38.58,2025-04-27,2025-04-26,Delivered
ORD023697,2024-05-24,CUST00389,PROD041,WH008,5,561.55,2024-05-29,2024-05-27,Delivered
ORD023698,2025-05-26,CUST01510,PROD092,WH002,1,103.68,2025-05-29,2025-05-27,Delivered
ORD023699,2025-05-03,CUST01263,PROD063,WH004,10,1193.0,2025-05-10,2025-05-16,Delayed
ORD023700,2025-01-03,CUST01450,PROD002,WH009,3,385.65,2025-01-10,2025-01-15,Delayed
ORD023701,2025-12-13,CUST00886,PROD029,WH007,1,15.19,2025-12-19,2025-12-18,Delivered
ORD023702,2025-01-24,CUST01996,PROD052,WH001,1,96.11,2025-01-30,2025-01-30,Delivered
ORD023703,2025-05-05,CUST01692,PROD001,WH010,2,56.78,2025-05-09,2025-05-08,Delivered
ORD023704,2025-01-20,CUST00552,PROD024,WH003,20,7554.4,2025-01-25,2025-01-25,Delivered
ORD023705,2025-03-01,CUST00232,PROD074,WH008,1,199.41,2025-03-04,2025-03-02,Delivered
ORD023706,2024-12-05,CUST00054,PROD091,WH005,4,178.8,2024-12-07,2024-12-07,Delivered
ORD023707,2025-09-09,CUST01509,PROD010,WH008,3,453.36,2025-09-16,2025-09-14,Delivered
ORD023708,2025-04-03,CUST01851,PROD071,WH009,10,4824.3,2025-04-10,2025-04-08,Delivered
ORD023709,2025-03-01,CUST00427,PROD001,WH001,3,85.17,2025-03-08,2025-03-06,Delivered
ORD023710,2025-09-14,CUST01015,PROD081,WH007,5,469.1,2025-09-16,2025-09-16,Delivered
ORD023711,2025-07-07,CUST01471,PROD014,WH001,1,50.88,2025-07-12,2025-07-11,Delivered
ORD023712,2024-09-13,CUST00170,PROD046,WH005,2,107.98,2024-09-19,2024-09-18,Delivered
ORD023713,2025-03-14,CUST01072,PROD024,WH004,2,755.44,2025-03-20,2025-03-18,Delivered
ORD023714,2024-03-09,CUST00288,PROD077,WH001,1,139.29,2024-03-12,2024-03-11,Delivered
ORD023715,2024-04-10,CUST00207,PROD092,WH001,2,207.36,2024-04-14,2024-04-15,Delayed
ORD023716,2025-04-15,CUST01949,PROD066,WH004,1,191.15,2025-04-19,2025-04-17,Delivered
ORD023717,2024-08-10,CUST01058,PROD012,WH003,1,130.35,2024-08-15,2024-08-13,Delivered
ORD023718,2024-05-03,CUST00588,PROD018,WH008,15,3841.35,2024-05-06,2024-05-04,Delivered
ORD023719,2025-10-03,CUST00447,PROD067,WH001,1,230.85,2025-10-10,2025-10-18,Delayed
ORD023720,2025-11-30,CUST00449,PROD037,WH007,20,6656.8,2025-12-02,2025-11-30,Delivered
ORD023721,2025-05-05,CUST00542,PROD059,WH006,3,368.28,2025-05-09,2025-05-09,Delivered
ORD023722,2025-11-18,CUST00016,PROD042,WH008,1,100.74,2025-11-21,2025-11-20,Delivered
ORD023723,2025-01-15,CUST00044,PROD008,WH002,1,38.32,2025-01-19,2025-01-18,Delivered
ORD023724,2024-07-28,CUST01757,PROD032,WH010,3,1014.09,2024-08-01,2024-07-31,Delivered
ORD023725,2025-12-07,CUST00244,PROD025,WH004,2,132.24,2025-12-14,2025-12-19,Delayed
ORD023726,2025-08-19,CUST00441,PROD075,WH006,1,58.47,2025-08-23,2025-08-22,Delivered
ORD023727,2025-05-16,CUST01648,PROD008,WH008,10,383.2,2025-05-22,2025-05-21,Delivered
ORD023728,2025-01-08,CUST00819,PROD045,WH010,3,470.16,2025-01-10,2025-01-08,Delivered
ORD023729,2025-11-11,CUST01738,PROD099,WH008,3,694.11,2025-11-15,2025-11-15,Delivered
ORD023730,2024-03-24,CUST01501,PROD076,WH010,20,8353.8,2024-03-29,2024-03-27,Delivered
ORD023731,2025-01-06,CUST00301,PROD038,WH008,10,2881.6,2025-01-08,2025-01-07,Delivered
ORD023732,2024-04-13,CUST00830,PROD023,WH009,10,3409.8,2024-04-16,2024-04-15,Delivered
ORD023733,2024-12-14,CUST00842,PROD056,WH002,2,138.92,2024-12-16,2024-12-15,Delivered
ORD023734,2024-02-29,CUST00395,PROD082,WH010,4,773.28,2024-03-02,2024-02-29,Delivered
ORD023735,2024-03-03,CUST00033,PROD050,WH004,2,717.2,2024-03-10,2024-03-09,Delivered
ORD023736,2024-07-13,CUST00133,PROD036,WH009,1,469.68,2024-07-15,2024-07-15,Delivered
ORD023737,2024-01-09,CUST01304,PROD029,WH007,1,15.19,2024-01-12,2024-01-10,Delivered
ORD023738,2025-08-28,CUST00343,PROD012,WH009,3,391.05,2025-09-03,2025-09-01,Delivered
ORD023739,2025-10-06,CUST01689,PROD088,WH008,4,663.92,2025-10-11,2025-10-10,Delivered
ORD023740,2025-03-24,CUST01602,PROD002,WH007,3,385.65,2025-03-30,2025-03-30,Delivered
ORD023741,2024-07-16,CUST01241,PROD019,WH001,4,504.96,2024-07-23,2024-07-21,Delivered
ORD023742,2024-04-01,CUST01180,PROD021,WH002,3,338.34,2024-04-05,2024-04-04,Delivered
ORD023743,2024-12-14,CUST01697,PROD034,WH007,1,80.79,2024-12-19,2024-12-19,Delivered
ORD023744,2025-12-01,CUST00641,PROD019,WH004,10,1262.4,2025-12-07,2025-12-05,Delivered
ORD023745,2024-12-26,CUST01682,PROD024,WH009,20,7554.4,2024-12-29,2024-12-27,Delivered
ORD023746,2024-06-16,CUST00541,PROD065,WH007,1,216.44,2024-06-19,2024-06-24,Delayed
ORD023747,2025-11-03,CUST00416,PROD034,WH002,1,80.79,2025-11-05,2025-11-03,Delivered
ORD023748,2025-08-04,CUST01177,PROD034,WH007,10,807.9,2025-08-11,2025-08-10,Delivered
ORD023749,2024-12-09,CUST00224,PROD004,WH009,5,990.35,2024-12-16,2024-12-15,Delivered
ORD023750,2025-07-06,CUST01445,PROD083,WH004,1,56.15,2025-07-10,2025-07-09,Delivered
ORD023751,2024-02-17,CUST01126,PROD097,WH005,2,204.6,2024-02-22,2024-02-22,Delivered
ORD023752,2024-02-04,CUST01978,PROD025,WH003,5,330.6,2024-02-10,2024-02-09,Delivered
ORD023753,2024-11-15,CUST00418,PROD047,WH001,2,734.96,2024-11-18,2024-11-16,Delivered
ORD023754,2024-10-26,CUST01112,PROD002,WH004,1,128.55,2024-10-28,2024-10-28,Delivered
ORD023755,2024-09-11,CUST00102,PROD008,WH005,1,38.32,2024-09-13,2024-09-11,Delivered
ORD023756,2025-09-09,CUST00275,PROD077,WH006,20,2785.8,2025-09-15,2025-09-14,Delivered
ORD023757,2024-12-07,CUST01568,PROD080,WH005,4,863.4,2024-12-13,2024-12-12,Delivered
ORD023758,2024-11-03,CUST00190,PROD044,WH006,5,58.15,2024-11-10,2024-11-10,Delivered
ORD023759,2025-09-27,CUST01403,PROD048,WH006,10,2533.5,2025-09-29,2025-09-27,Delivered
ORD023760,2025-09-26,CUST00730,PROD011,WH009,3,991.68,2025-10-02,2025-09-30,Delivered
ORD023761,2024-09-09,CUST00597,PROD040,WH005,1,426.18,2024-09-16,2024-09-14,Delivered
ORD023762,2025-07-29,CUST01691,PROD100,WH010,1,507.6,2025-08-02,2025-08-02,Delivered
ORD023763,2024-01-27,CUST00564,PROD017,WH008,2,692.24,2024-02-01,2024-01-30,Delivered
ORD023764,2025-08-07,CUST01187,PROD073,WH002,1,364.77,2025-08-11,2025-08-10,Delivered
ORD023765,2025-03-23,CUST00207,PROD083,WH009,1,56.15,2025-03-25,2025-03-24,Delivered
ORD023766,2024-03-15,CUST01342,PROD097,WH005,4,409.2,2024-03-17,2024-03-16,Delivered
ORD023767,2024-02-25,CUST00680,PROD061,WH005,1,281.81,2024-03-03,2024-03-03,Delivered
ORD023768,2024-06-26,CUST00734,PROD046,WH008,3,161.97,2024-06-29,2024-06-29,Delivered
ORD023769,2025-08-26,CUST01566,PROD095,WH004,3,1035.09,2025-08-28,2025-08-28,Delivered
ORD023770,2024-01-11,CUST01468,PROD095,WH004,3,1035.09,2024-01-13,2024-01-11,Delivered
ORD023771,2025-04-22,CUST00595,PROD023,WH010,2,681.96,2025-04-26,2025-04-24,Delivered
ORD023772,2024-11-25,CUST00663,PROD068,WH003,20,5637.6,2024-11-29,2024-12-07,Delayed
ORD023773,2024-08-23,CUST00460,PROD099,WH007,1,231.37,2024-08-26,2024-08-29,Delayed
ORD023774,2025-10-13,CUST00950,PROD092,WH002,1,103.68,2025-10-18,2025-10-18,Delivered
ORD023775,2024-11-23,CUST01394,PROD078,WH010,1,384.42,2024-11-25,2024-11-23,Delivered
ORD023776,2024-08-31,CUST01418,PROD079,WH006,1,442.65,2024-09-05,2024-09-03,Delivered
ORD023777,2024-10-20,CUST01183,PROD055,WH004,2,672.38,2024-10-22,2024-10-21,Delivered
ORD023778,2025-02-26,CUST00153,PROD075,WH006,1,58.47,2025-03-03,2025-03-02,Delivered
ORD023779,2024-12-21,CUST00138,PROD006,WH010,3,1481.7,2024-12-23,2024-12-23,Delivered
ORD023780,2024-02-07,CUST01892,PROD018,WH009,20,5121.8,2024-02-10,2024-02-15,Delayed
ORD023781,2025-07-22,CUST01885,PROD079,WH004,15,6639.75,2025-07-27,2025-07-27,Delivered
ORD023782,2025-05-08,CUST01370,PROD069,WH004,1,323.76,2025-05-12,2025-05-20,Delayed
ORD023783,2025-04-09,CUST00065,PROD071,WH002,20,9648.6,2025-04-14,,Cancelled
ORD023784,2024-09-03,CUST00925,PROD036,WH008,3,1409.04,2024-09-06,2024-09-06,Delivered
ORD023785,2024-08-13,CUST01704,PROD052,WH006,2,192.22,2024-08-17,2024-08-24,Delayed
ORD023786,2024-02-04,CUST00298,PROD093,WH009,2,790.26,2024-02-10,2024-02-10,Delivered
ORD023787,2024-08-06,CUST00104,PROD015,WH007,1,279.41,2024-08-10,2024-08-09,Delivered
ORD023788,2025-08-27,CUST01617,PROD046,WH008,1,53.99,2025-08-30,2025-08-29,Delivered
ORD023789,2024-08-23,CUST01229,PROD064,WH006,3,81.45,2024-08-27,2024-08-25,Delivered
ORD023790,2024-04-02,CUST00333,PROD016,WH010,3,38.58,2024-04-07,2024-04-15,Delayed
ORD023791,2024-07-21,CUST00456,PROD064,WH002,2,54.3,2024-07-28,2024-07-26,Delivered
ORD023792,2024-07-30,CUST01168,PROD024,WH009,1,377.72,2024-08-03,2024-08-03,Delivered
ORD023793,2025-06-30,CUST00900,PROD054,WH010,1,26.67,2025-07-05,2025-07-05,Delivered
ORD023794,2024-09-24,CUST00755,PROD058,WH001,1,334.85,2024-09-30,2024-09-29,Delivered
ORD023795,2024-06-28,CUST00316,PROD077,WH007,2,278.58,2024-07-03,2024-07-05,Delayed
ORD023796,2024-09-14,CUST01466,PROD097,WH003,20,2046.0,2024-09-21,2024-09-21,Delivered
ORD023797,2024-01-10,CUST01893,PROD092,WH010,1,103.68,2024-01-13,2024-01-13,Delivered
ORD023798,2024-04-04,CUST00633,PROD013,WH007,2,159.08,2024-04-06,2024-04-06,Delivered
ORD023799,2025-05-28,CUST01829,PROD016,WH008,10,128.6,2025-05-30,2025-05-29,Delivered
ORD023800,2025-08-01,CUST00820,PROD041,WH003,2,224.62,2025-08-05,2025-08-04,Delivered
ORD023801,2025-11-09,CUST00761,PROD002,WH010,3,385.65,2025-11-12,2025-11-11,Delivered
ORD023802,2024-02-10,CUST00175,PROD039,WH001,2,788.42,2024-02-12,2024-02-12,Delivered
ORD023803,2025-03-21,CUST01639,PROD045,WH009,4,626.88,2025-03-25,2025-03-25,Delivered
ORD023804,2025-04-05,CUST01693,PROD094,WH010,20,8269.4,2025-04-12,2025-04-11,Delivered
ORD023805,2025-06-16,CUST01455,PROD017,WH010,20,6922.4,2025-06-19,2025-06-18,Delivered
ORD023806,2024-05-05,CUST01603,PROD003,WH007,3,425.73,2024-05-09,2024-05-11,Delayed
ORD023807,2024-06-05,CUST00170,PROD088,WH004,15,2489.7,2024-06-12,2024-06-10,Delivered
ORD023808,2024-10-04,CUST01748,PROD020,WH005,3,1196.25,2024-10-11,2024-10-11,Delivered
ORD023809,2024-08-29,CUST00979,PROD031,WH009,1,142.15,2024-08-31,2024-08-29,Delivered
ORD023810,2025-03-30,CUST00713,PROD014,WH003,3,152.64,2025-04-02,2025-04-01,Delivered
ORD023811,2024-01-25,CUST00085,PROD058,WH006,1,334.85,2024-01-27,2024-01-26,Delivered
ORD023812,2025-03-03,CUST01626,PROD030,WH002,15,353.25,2025-03-10,2025-03-10,Delivered
ORD023813,2024-06-05,CUST00252,PROD045,WH006,4,626.88,2024-06-09,2024-06-09,Delivered
ORD023814,2025-08-11,CUST00204,PROD022,WH007,20,2531.4,2025-08-16,2025-08-16,Delivered
ORD023815,2025-03-26,CUST00030,PROD023,WH008,4,1363.92,2025-04-02,2025-04-02,Delivered
ORD023816,2025-02-01,CUST01871,PROD083,WH006,2,112.3,2025-02-05,2025-02-07,Delayed
ORD023817,2025-09-30,CUST01036,PROD075,WH008,2,116.94,2025-10-04,2025-10-04,Delivered
ORD023818,2025-02-22,CUST00110,PROD055,WH003,1,336.19,2025-02-25,2025-02-23,Delivered
ORD023819,2024-06-11,CUST01776,PROD013,WH004,5,397.7,2024-06-16,2024-06-14,Delivered
ORD023820,2025-02-12,CUST00372,PROD084,WH003,2,17.5,2025-02-17,2025-02-16,Delivered
ORD023821,2025-11-06,CUST01710,PROD025,WH002,2,132.24,2025-11-12,2025-11-20,Delayed
ORD023822,2025-12-11,CUST00117,PROD092,WH005,3,311.04,2025-12-13,2025-12-12,Delivered
ORD023823,2024-07-19,CUST00468,PROD090,WH005,2,594.68,2024-07-24,2024-07-24,Delivered
ORD023824,2024-09-16,CUST01528,PROD049,WH004,1,204.48,2024-09-21,2024-09-21,Delivered
ORD023825,2024-11-04,CUST00612,PROD045,WH010,2,313.44,2024-11-09,2024-11-07,Delivered
ORD023826,2025-09-03,CUST01802,PROD027,WH004,1,333.32,2025-09-06,2025-09-06,Delivered
ORD023827,2025-03-21,CUST01598,PROD053,WH006,4,1066.52,2025-03-27,2025-03-27,Delivered
ORD023828,2024-08-22,CUST00317,PROD023,WH001,1,340.98,2024-08-28,2024-09-03,Delayed
ORD023829,2025-05-23,CUST00815,PROD002,WH001,1,128.55,2025-05-25,2025-05-23,Delivered
ORD023830,2025-04-19,CUST01831,PROD090,WH005,3,892.02,2025-04-24,2025-04-24,Delivered
ORD023831,2025-02-27,CUST01508,PROD091,WH005,10,447.0,2025-03-05,2025-03-03,Delivered
ORD023832,2025-11-17,CUST00642,PROD067,WH009,1,230.85,2025-11-24,2025-11-24,Delivered
ORD023833,2025-08-04,CUST01404,PROD016,WH010,10,128.6,2025-08-08,2025-08-08,Delivered
ORD023834,2024-03-20,CUST01171,PROD052,WH009,10,961.1,2024-03-22,2024-03-20,Delivered
ORD023835,2024-05-07,CUST01688,PROD006,WH006,1,493.9,2024-05-09,2024-05-07,Delivered
ORD023836,2024-09-09,CUST01427,PROD061,WH009,5,1409.05,2024-09-11,2024-09-11,Delivered
ORD023837,2024-01-28,CUST01048,PROD052,WH003,3,288.33,2024-01-30,2024-01-28,Delivered
ORD023838,2025-06-15,CUST00564,PROD096,WH008,1,251.4,2025-06-19,2025-06-18,Delivered
ORD023839,2024-11-06,CUST01729,PROD093,WH004,3,1185.39,2024-11-12,2024-11-12,Delivered
ORD023840,2025-04-18,CUST01354,PROD089,WH006,1,337.64,2025-04-22,2025-04-27,Delayed
ORD023841,2025-05-29,CUST00447,PROD073,WH003,1,364.77,2025-06-02,2025-05-31,Delivered
ORD023842,2024-05-02,CUST00531,PROD071,WH008,1,482.43,2024-05-05,2024-05-05,Delivered
ORD023843,2025-10-12,CUST01870,PROD048,WH002,2,506.7,2025-10-15,2025-10-13,Delivered
ORD023844,2024-11-30,CUST01231,PROD063,WH001,3,357.9,2024-12-06,2024-12-04,Delivered
ORD023845,2025-03-30,CUST00317,PROD057,WH003,4,1459.12,2025-04-05,2025-04-03,Delivered
ORD023846,2024-08-07,CUST00593,PROD065,WH010,2,432.88,2024-08-11,2024-08-11,Delivered
ORD023847,2025-12-01,CUST01287,PROD080,WH003,3,647.55,2025-12-03,2025-12-01,Delivered
ORD023848,2025-02-20,CUST01258,PROD011,WH002,3,991.68,2025-02-24,2025-02-22,Delivered
ORD023849,2024-05-21,CUST01902,PROD040,WH006,4,1704.72,2024-05-23,2024-05-23,Delivered
ORD023850,2024-04-04,CUST01647,PROD092,WH008,3,311.04,2024-04-08,2024-04-06,Delivered
ORD023851,2024-01-31,CUST00109,PROD099,WH004,15,3470.55,2024-02-03,2024-02-04,Delayed
ORD023852,2024-10-01,CUST00886,PROD093,WH005,4,1580.52,2024-10-06,2024-10-05,Delivered
ORD023853,2025-05-03,CUST00600,PROD080,WH008,1,215.85,2025-05-09,2025-05-08,Delivered
ORD023854,2025-02-09,CUST00047,PROD002,WH004,10,1285.5,2025-02-13,2025-02-11,Delivered
ORD023855,2024-09-07,CUST00846,PROD091,WH003,2,89.4,2024-09-12,2024-09-11,Delivered
ORD023856,2025-01-23,CUST01257,PROD075,WH008,2,116.94,2025-01-26,2025-01-25,Delivered
ORD023857,2025-08-19,CUST01406,PROD040,WH004,2,852.36,2025-08-25,2025-08-25,Delivered
ORD023858,2025-10-20,CUST00589,PROD054,WH009,3,80.01,2025-10-22,2025-10-20,Delivered
ORD023859,2025-04-05,CUST00598,PROD006,WH009,3,1481.7,2025-04-11,2025-04-09,Delivered
ORD023860,2024-01-12,CUST00426,PROD069,WH008,20,6475.2,2024-01-16,2024-01-15,Delivered
ORD023861,2025-04-12,CUST00238,PROD086,WH006,10,2410.1,2025-04-16,2025-04-14,Delivered
ORD023862,2024-06-28,CUST00008,PROD085,WH003,2,531.9,2024-06-30,2024-06-30,Delivered
ORD023863,2025-08-20,CUST01848,PROD036,WH010,15,7045.2,2025-08-22,2025-08-22,Delivered
ORD023864,2025-02-19,CUST00660,PROD083,WH009,1,56.15,2025-02-26,2025-02-25,Delivered
ORD023865,2025-10-03,CUST01472,PROD057,WH005,15,5471.7,2025-10-10,2025-10-08,Delivered
ORD023866,2025-08-22,CUST00016,PROD020,WH003,2,797.5,2025-08-25,2025-08-25,Delivered
ORD023867,2025-10-18,CUST00783,PROD034,WH005,2,161.58,2025-10-24,2025-10-24,Delivered
ORD023868,2025-07-28,CUST01697,PROD055,WH005,1,336.19,2025-08-04,2025-08-10,Delayed
ORD023869,2025-04-19,CUST00969,PROD084,WH007,1,8.75,2025-04-23,2025-04-22,Delivered
ORD023870,2024-06-14,CUST00574,PROD009,WH006,3,75.21,2024-06-20,2024-06-26,Delayed
ORD023871,2025-06-06,CUST01857,PROD018,WH009,2,512.18,2025-06-11,2025-06-09,Delivered
ORD023872,2024-06-29,CUST00464,PROD086,WH007,10,2410.1,2024-07-03,2024-07-02,Delivered
ORD023873,2025-04-06,CUST01224,PROD096,WH007,1,251.4,2025-04-10,2025-04-09,Delivered
ORD023874,2025-07-28,CUST01027,PROD064,WH006,1,27.15,2025-08-01,2025-08-01,Delivered
ORD023875,2025-06-12,CUST00226,PROD035,WH007,3,319.89,2025-06-15,2025-06-15,Delivered
ORD023876,2025-03-20,CUST00105,PROD081,WH008,1,93.82,2025-03-24,2025-03-24,Delivered
ORD023877,2025-10-09,CUST01123,PROD027,WH002,2,666.64,2025-10-15,2025-10-17,Delayed
ORD023878,2024-08-22,CUST00496,PROD061,WH003,2,563.62,2024-08-25,2024-08-25,Delivered
ORD023879,2024-03-12,CUST01558,PROD061,WH006,2,563.62,2024-03-19,2024-03-18,Delivered
ORD023880,2025-10-20,CUST01136,PROD015,WH004,3,838.23,2025-10-27,2025-11-01,Delayed
ORD023881,2024-06-24,CUST01912,PROD052,WH008,5,480.55,2024-06-29,2024-06-27,Delivered
ORD023882,2025-03-20,CUST01863,PROD082,WH010,10,1933.2,2025-03-26,2025-03-25,Delivered
ORD023883,2024-04-03,CUST01228,PROD002,WH008,1,128.55,2024-04-08,2024-04-08,Delivered
ORD023884,2025-03-13,CUST00571,PROD076,WH008,1,417.69,2025-03-16,2025-03-15,Delivered
ORD023885,2024-01-09,CUST01164,PROD065,WH003,2,432.88,2024-01-14,2024-01-12,Delivered
ORD023886,2025-08-30,CUST01767,PROD051,WH007,1,194.79,2025-09-02,2025-09-01,Delivered
ORD023887,2024-03-06,CUST01274,PROD082,WH005,3,579.96,2024-03-09,2024-03-09,Delivered
ORD023888,2025-01-12,CUST01929,PROD019,WH007,2,252.48,2025-01-14,2025-01-13,Delivered
ORD023889,2025-12-01,CUST01691,PROD099,WH009,2,462.74,2025-12-03,2025-12-02,Delivered
ORD023890,2024-07-10,CUST01429,PROD069,WH010,1,323.76,2024-07-13,2024-07-12,Delivered
ORD023891,2025-08-08,CUST00147,PROD086,WH009,1,241.01,2025-08-13,2025-08-12,Delivered
ORD023892,2024-12-19,CUST01936,PROD022,WH001,4,506.28,2024-12-25,2024-12-24,Delivered
ORD023893,2024-11-12,CUST01141,PROD025,WH003,3,198.36,2024-11-15,2024-11-15,Delivered
ORD023894,2024-02-22,CUST00870,PROD015,WH002,2,558.82,2024-02-28,2024-02-27,Delivered
ORD023895,2025-07-04,CUST01676,PROD079,WH007,2,885.3,2025-07-06,2025-07-04,Delivered
ORD023896,2024-11-13,CUST01899,PROD067,WH007,2,461.7,2024-11-20,2024-11-20,Delivered
ORD023897,2024-09-04,CUST00309,PROD087,WH004,3,794.4,2024-09-10,2024-09-10,Delivered
ORD023898,2024-07-17,CUST00344,PROD074,WH008,20,3988.2,2024-07-21,2024-07-19,Delivered
ORD023899,2025-04-06,CUST00512,PROD002,WH009,4,514.2,2025-04-12,2025-04-10,Delivered
ORD023900,2024-09-15,CUST00018,PROD063,WH001,2,238.6,2024-09-22,2024-09-20,Delivered
ORD023901,2024-10-15,CUST01915,PROD079,WH009,1,442.65,2024-10-18,2024-10-17,Delivered
ORD023902,2024-02-17,CUST01547,PROD005,WH004,2,963.6,2024-02-20,2024-02-19,Delivered
ORD023903,2025-09-06,CUST01502,PROD038,WH003,10,2881.6,2025-09-09,2025-09-09,Delivered
ORD023904,2024-08-04,CUST00253,PROD042,WH007,4,402.96,2024-08-06,2024-08-09,Delayed
ORD023905,2025-10-12,CUST00423,PROD016,WH001,4,51.44,2025-10-19,2025-10-19,Delivered
ORD023906,2024-03-08,CUST01026,PROD031,WH009,3,426.45,2024-03-10,2024-03-10,Delivered
ORD023907,2025-10-25,CUST00403,PROD078,WH002,3,1153.26,2025-10-30,2025-10-28,Delivered
ORD023908,2025-03-08,CUST01949,PROD075,WH002,1,58.47,2025-03-12,2025-03-16,Delayed
ORD023909,2024-07-16,CUST01881,PROD049,WH005,20,4089.6,2024-07-23,2024-07-24,Delayed
ORD023910,2025-12-05,CUST00321,PROD021,WH001,3,338.34,2025-12-08,2025-12-06,Delivered
ORD023911,2024-12-14,CUST00098,PROD079,WH002,20,8853.0,2024-12-19,2024-12-19,Delivered
ORD023912,2025-10-21,CUST00482,PROD054,WH003,15,400.05,2025-10-24,2025-10-22,Delivered
ORD023913,2024-03-31,CUST01770,PROD051,WH008,1,194.79,2024-04-03,2024-04-01,Delivered
ORD023914,2024-11-29,CUST00632,PROD031,WH007,15,2132.25,2024-12-06,2024-12-06,Delivered
ORD023915,2025-06-26,CUST01041,PROD057,WH009,15,5471.7,2025-07-03,2025-07-02,Delivered
ORD023916,2025-01-08,CUST00907,PROD016,WH003,4,51.44,2025-01-13,2025-01-11,Delivered
ORD023917,2024-10-29,CUST01768,PROD078,WH002,15,5766.3,2024-11-04,2024-11-03,Delivered
ORD023918,2025-02-07,CUST00650,PROD056,WH007,10,694.6,2025-02-09,2025-02-09,Delivered
ORD023919,2024-12-29,CUST00233,PROD023,WH001,3,1022.94,2025-01-02,2025-01-04,Delayed
ORD023920,2025-04-29,CUST01245,PROD027,WH009,2,666.64,2025-05-06,2025-05-04,Delivered
ORD023921,2024-05-08,CUST00178,PROD036,WH007,1,469.68,2024-05-10,2024-05-10,Delivered
ORD023922,2025-08-20,CUST01172,PROD074,WH009,5,997.05,2025-08-22,2025-08-26,Delayed
ORD023923,2024-04-29,CUST01762,PROD038,WH003,5,1440.8,2024-05-02,2024-04-30,Delivered
ORD023924,2024-08-20,CUST00880,PROD042,WH004,10,1007.4,2024-08-22,2024-08-22,Delivered
ORD023925,2024-04-13,CUST01588,PROD068,WH005,3,845.64,2024-04-15,2024-04-19,Delayed
ORD023926,2024-06-11,CUST00321,PROD096,WH002,3,754.2,2024-06-14,2024-06-12,Delivered
ORD023927,2024-02-22,CUST01570,PROD039,WH009,1,394.21,2024-02-24,2024-02-23,Delivered
ORD023928,2024-08-21,CUST01694,PROD038,WH005,1,288.16,2024-08-25,,Cancelled
ORD023929,2025-01-27,CUST01362,PROD048,WH010,3,760.05,2025-01-30,2025-02-07,Delayed
ORD023930,2024-10-13,CUST01007,PROD016,WH006,2,25.72,2024-10-15,2024-10-15,Delivered
ORD023931,2025-10-11,CUST00816,PROD038,WH004,10,2881.6,2025-10-13,2025-10-12,Delivered
ORD023932,2024-06-02,CUST00743,PROD021,WH006,4,451.12,2024-06-08,2024-06-08,Delivered
ORD023933,2024-10-07,CUST00888,PROD072,WH004,4,512.04,2024-10-09,2024-10-15,Delayed
ORD023934,2024-08-09,CUST01292,PROD096,WH002,1,251.4,2024-08-11,2024-08-10,Delivered
ORD023935,2025-10-17,CUST01254,PROD014,WH007,1,50.88,2025-10-21,2025-10-20,Delivered
ORD023936,2025-07-05,CUST00545,PROD063,WH007,15,1789.5,2025-07-12,2025-07-11,Delivered
