return_id,order_id,product_id,return_date,return_reason,return_cost
RET001207,ORD012187,PROD004,2024-10-21,Late Delivery,132.29
RET001208,ORD012194,PROD099,2024-07-27,Quality Issue,17.13
RET001209,ORD012209,PROD088,2024-05-30,Damaged Item,16.21
RET001210,ORD012211,PROD011,2025-04-18,Late Delivery,108.18
RET001211,ORD012214,PROD023,2025-06-04,Quality Issue,17.48
RET001212,ORD012226,PROD022,2024-04-15,Customer Changed Mind,40.66
RET001213,ORD012227,PROD079,2024-02-28,Late Delivery,25.43
RET001214,ORD012238,PROD078,2025-04-27,Damaged Item,46.17
RET001215,ORD012249,PROD080,2025-03-12,Late Delivery,58.81
RET001216,ORD012251,PROD080,2024-06-08,Late Delivery,25.79
RET001217,ORD012274,PROD058,2025-06-22,Damaged Item,60.55
RET001218,ORD012286,PROD020,2025-05-01,Customer Changed Mind,83.82
RET001219,ORD012291,PROD066,2025-07-22,Quality Issue,56.28
RET001220,ORD012294,PROD088,2024-12-05,Quality Issue,82.02
RET001221,ORD012296,PROD027,2025-04-15,Wrong Item,148.83
RET001222,ORD012337,PROD001,2024-06-13,Damaged Item,61.73
RET001223,ORD012342,PROD022,2024-06-04,Damaged Item,82.42
RET001224,ORD012396,PROD004,2025-05-01,Damaged Item,58.06
RET001225,ORD012401,PROD094,2025-05-19,Late Delivery,114.27
RET001226,ORD012403,PROD065,2024-07-25,Wrong Item,13.18
RET001227,ORD012407,PROD043,2024-10-20,Late Delivery,70.41
RET001228,ORD012410,PROD017,2024-01-15,Damaged Item,16.27
RET001229,ORD012413,PROD005,2024-07-26,Damaged Item,66.73
RET001230,ORD012420,PROD047,2024-11-15,Late Delivery,138.3
RET001231,ORD012423,PROD014,2024-08-15,Late Delivery,44.45
RET001232,ORD012431,PROD067,2025-01-15,Late Delivery,133.91
RET001233,ORD012441,PROD094,2024-12-21,Damaged Item,71.12
RET001234,ORD012457,PROD017,2024-02-11,Customer Changed Mind,125.19
RET001235,ORD012477,PROD029,2025-08-05,Damaged Item,45.61
RET001236,ORD012492,PROD012,2024-04-05,Late Delivery,27.26
RET001237,ORD012502,PROD046,2024-02-22,Quality Issue,87.58
RET001238,ORD012511,PROD007,2025-11-16,Quality Issue,104.17
RET001239,ORD012526,PROD014,2024-12-03,Quality Issue,27.2
RET001240,ORD012535,PROD028,2025-04-13,Wrong Item,137.81
RET001241,ORD012538,PROD089,2024-09-21,Quality Issue,90.37
RET001242,ORD012554,PROD064,2024-08-16,Customer Changed Mind,135.33
RET001243,ORD012557,PROD009,2024-06-19,Customer Changed Mind,91.6
RET001244,ORD012559,PROD001,2024-10-31,Customer Changed Mind,54.34
RET001245,ORD012576,PROD072,2024-03-04,Damaged Item,121.45
RET001246,ORD012587,PROD038,2024-04-06,Quality Issue,17.27
RET001247,ORD012589,PROD004,2024-11-30,Wrong Item,36.95
RET001248,ORD012604,PROD048,2025-08-19,Customer Changed Mind,87.2
RET001249,ORD012627,PROD047,2025-09-29,Wrong Item,44.5
RET001250,ORD012629,PROD099,2025-08-15,Quality Issue,105.16
RET001251,ORD012643,PROD004,2024-05-03,Customer Changed Mind,59.65
RET001252,ORD012644,PROD057,2024-08-16,Damaged Item,54.78
RET001253,ORD012647,PROD060,2024-09-28,Damaged Item,52.4
RET001254,ORD012658,PROD082,2024-07-25,Late Delivery,34.97
RET001255,ORD012674,PROD074,2024-12-21,Customer Changed Mind,118.54
RET001256,ORD012688,PROD062,2024-06-23,Wrong Item,103.62
RET001257,ORD012690,PROD049,2024-02-09,Customer Changed Mind,78.66
RET001258,ORD012692,PROD031,2024-02-29,Customer Changed Mind,87.83
RET001259,ORD012693,PROD065,2025-06-10,Quality Issue,120.42
RET001260,ORD012694,PROD004,2025-07-13,Customer Changed Mind,129.3
RET001261,ORD012696,PROD029,2024-07-16,Damaged Item,137.13
RET001262,ORD012726,PROD027,2025-12-21,Quality Issue,35.01
RET001263,ORD012742,PROD076,2024-02-29,Customer Changed Mind,66.35
RET001264,ORD012743,PROD099,2024-08-24,Damaged Item,84.74
RET001265,ORD012762,PROD041,2024-03-31,Damaged Item,46.37
RET001266,ORD012766,PROD091,2025-01-30,Wrong Item,122.42
RET001267,ORD012785,PROD015,2024-09-03,Damaged Item,107.47
RET001268,ORD012793,PROD019,2025-10-20,Quality Issue,101.21
RET001269,ORD012804,PROD058,2025-10-08,Wrong Item,40.64
RET001270,ORD012829,PROD043,2024-10-02,Late Delivery,51.61
RET001271,ORD012830,PROD023,2024-07-24,Wrong Item,64.14
RET001272,ORD012879,PROD014,2025-09-06,Late Delivery,137.14
RET001273,ORD012894,PROD021,2024-02-06,Damaged Item,81.99
RET001274,ORD012897,PROD011,2025-01-10,Wrong Item,88.55
RET001275,ORD012906,PROD008,2025-06-22,Customer Changed Mind,23.77
RET001276,ORD012907,PROD017,2024-09-03,Customer Changed Mind,89.76
RET001277,ORD012929,PROD032,2025-03-01,Quality Issue,93.74
RET001278,ORD012939,PROD075,2024-11-07,Quality Issue,51.98
RET001279,ORD012958,PROD084,2024-08-26,Quality Issue,47.47
RET001280,ORD012972,PROD051,2025-06-22,Wrong Item,91.16
RET001281,ORD012990,PROD076,2024-02-10,Late Delivery,74.86
RET001282,ORD012995,PROD072,2024-09-11,Quality Issue,46.85
RET001283,ORD013025,PROD089,2025-04-05,Customer Changed Mind,146.47
RET001284,ORD013036,PROD004,2025-05-17,Damaged Item,122.99
RET001285,ORD013044,PROD049,2024-02-23,Damaged Item,56.02
RET001286,ORD013047,PROD025,2025-05-21,Customer Changed Mind,81.86
RET001287,ORD013069,PROD004,2025-01-03,Late Delivery,50.98
RET001288,ORD013079,PROD015,2024-07-13,Wrong Item,108.58
RET001289,ORD013083,PROD026,2025-06-10,Damaged Item,18.56
RET001290,ORD013086,PROD047,2024-09-03,Damaged Item,54.36
RET001291,ORD013095,PROD022,2024-04-02,Damaged Item,84.37
RET001292,ORD013102,PROD073,2025-04-28,Quality Issue,81.45
RET001293,ORD013104,PROD019,2024-02-18,Wrong Item,58.24
RET001294,ORD013115,PROD023,2024-09-24,Late Delivery,68.45
RET001295,ORD013120,PROD081,2025-01-07,Wrong Item,93.16
RET001296,ORD013130,PROD012,2025-08-17,Damaged Item,42.95
RET001297,ORD013138,PROD008,2025-09-10,Wrong Item,140.55
RET001298,ORD013142,PROD035,2024-07-14,Customer Changed Mind,118.35
RET001299,ORD013158,PROD066,2024-08-27,Wrong Item,40.18
RET001300,ORD013161,PROD025,2024-05-22,Damaged Item,125.28
RET001301,ORD013168,PROD005,2024-12-11,Customer Changed Mind,70.9
RET001302,ORD013174,PROD055,2024-09-03,Quality Issue,30.18
RET001303,ORD013177,PROD069,2025-08-01,Quality Issue,94.4
RET001304,ORD013179,PROD079,2025-04-29,Damaged Item,41.72
RET001305,ORD013183,PROD074,2024-09-30,Damaged Item,110.85
RET001306,ORD013185,PROD036,2025-11-07,Quality Issue,112.49
RET001307,ORD013187,PROD032,2025-05-19,Wrong Item,50.45
RET001308,ORD013202,PROD039,2025-07-10,Quality Issue,44.46
RET001309,ORD013213,PROD097,2024-03-02,Wrong Item,142.37
RET001310,ORD013219,PROD039,2025-07-03,Quality Issue,106.99
RET001311,ORD013222,PROD020,2024-09-13,Quality Issue,117.32
RET001312,ORD013268,PROD047,2024-10-24,Customer Changed Mind,145.32
RET001313,ORD013273,PROD037,2025-01-31,Quality Issue,85.62
RET001314,ORD013282,PROD098,2025-06-06,Late Delivery,51.69
RET001315,ORD013292,PROD008,2024-03-28,Wrong Item,87.3
RET001316,ORD013300,PROD010,2025-10-27,Quality Issue,97.05
RET001317,ORD013310,PROD006,2025-06-29,Customer Changed Mind,110.09
RET001318,ORD013338,PROD078,2025-12-09,Wrong Item,136.15
RET001319,ORD013359,PROD087,2024-04-08,Wrong Item,141.28
RET001320,ORD013383,PROD065,2025-12-15,Wrong Item,89.66
RET001321,ORD013400,PROD070,2025-06-20,Late Delivery,124.36
RET001322,ORD013401,PROD004,2024-10-24,Quality Issue,143.69
RET001323,ORD013416,PROD051,2024-03-02,Customer Changed Mind,114.25
RET001324,ORD013426,PROD099,2025-06-02,Customer Changed Mind,63.64
RET001325,ORD013433,PROD010,2024-06-17,Quality Issue,60.04
RET001326,ORD013442,PROD004,2024-11-06,Damaged Item,116.68
RET001327,ORD013469,PROD005,2025-03-30,Damaged Item,74.17
RET001328,ORD013471,PROD087,2024-02-22,Wrong Item,51.69
RET001329,ORD013486,PROD048,2024-07-06,Wrong Item,39.91
RET001330,ORD013490,PROD093,2024-07-29,Wrong Item,88.59
RET001331,ORD013522,PROD021,2025-06-19,Customer Changed Mind,24.27
RET001332,ORD013530,PROD054,2024-10-13,Wrong Item,82.77
RET001333,ORD013538,PROD039,2024-09-09,Wrong Item,126.32
RET001334,ORD013559,PROD077,2024-08-29,Customer Changed Mind,138.36
RET001335,ORD013563,PROD041,2025-01-16,Damaged Item,119.69
RET001336,ORD013600,PROD073,2024-03-19,Quality Issue,66.13
RET001337,ORD013624,PROD060,2024-08-18,Quality Issue,110.62
RET001338,ORD013632,PROD061,2025-11-15,Wrong Item,106.46
RET001339,ORD013647,PROD030,2024-10-24,Quality Issue,143.57
RET001340,ORD013651,PROD061,2024-09-24,Customer Changed Mind,32.71
RET001341,ORD013652,PROD022,2024-04-25,Damaged Item,132.46
RET001342,ORD013671,PROD008,2025-07-06,Customer Changed Mind,116.43
RET001343,ORD013740,PROD031,2025-03-29,Customer Changed Mind,23.02
RET001344,ORD013756,PROD067,2024-12-05,Customer Changed Mind,85.42
RET001345,ORD013762,PROD045,2024-08-02,Quality Issue,65.21
RET001346,ORD013770,PROD046,2025-10-11,Damaged Item,84.04
RET001347,ORD013777,PROD053,2025-09-05,Wrong Item,147.05
RET001348,ORD013779,PROD075,2025-11-26,Damaged Item,18.41
RET001349,ORD013782,PROD022,2024-01-28,Customer Changed Mind,22.23
RET001350,ORD013786,PROD056,2024-11-05,Quality Issue,139.96
RET001351,ORD013798,PROD096,2024-11-03,Damaged Item,35.93
RET001352,ORD013815,PROD095,2025-07-12,Damaged Item,21.75
RET001353,ORD013819,PROD041,2025-07-21,Late Delivery,14.77
RET001354,ORD013829,PROD090,2024-04-18,Damaged Item,149.88
RET001355,ORD013831,PROD048,2024-06-23,Customer Changed Mind,101.24
RET001356,ORD013833,PROD093,2025-01-02,Quality Issue,102.34
RET001357,ORD013840,PROD025,2025-07-13,Wrong Item,62.38
RET001358,ORD013850,PROD083,2024-07-22,Wrong Item,16.84
RET001359,ORD013855,PROD020,2025-08-25,Customer Changed Mind,113.05
RET001360,ORD013878,PROD013,2025-02-04,Wrong Item,74.95
RET001361,ORD013889,PROD012,2025-12-04,Wrong Item,56.41
RET001362,ORD013891,PROD070,2024-07-21,Damaged Item,38.13
RET001363,ORD013902,PROD025,2025-10-16,Damaged Item,41.54
RET001364,ORD013906,PROD049,2025-11-05,Quality Issue,143.3
RET001365,ORD013917,PROD035,2024-11-01,Customer Changed Mind,15.17
RET001366,ORD013920,PROD084,2025-04-09,Late Delivery,49.48
RET001367,ORD013921,PROD067,2025-07-17,Wrong Item,42.33
RET001368,ORD013929,PROD054,2025-11-04,Damaged Item,143.68
RET001369,ORD013940,PROD027,2024-07-28,Quality Issue,61.2
RET001370,ORD013942,PROD024,2024-10-10,Damaged Item,33.79
RET001371,ORD013988,PROD063,2025-12-18,Customer Changed Mind,58.3
RET001372,ORD013990,PROD010,2025-04-24,Quality Issue,86.28
RET001373,ORD014002,PROD032,2025-01-01,Late Delivery,88.83
RET001374,ORD014005,PROD071,2024-11-19,Customer Changed Mind,148.32
RET001375,ORD014014,PROD066,2024-01-21,Customer Changed Mind,147.73
RET001376,ORD014032,PROD091,2025-12-06,Customer Changed Mind,47.06
RET001377,ORD014040,PROD005,2025-06-30,Wrong Item,136.24
RET001378,ORD014044,PROD050,2025-12-13,Quality Issue,55.3
RET001379,ORD014046,PROD099,2024-12-13,Customer Changed Mind,100.58
RET001380,ORD014052,PROD021,2025-02-16,Customer Changed Mind,11.28
RET001381,ORD014065,PROD058,2024-09-17,Damaged Item,117.07
RET001382,ORD014094,PROD014,2024-03-15,Damaged Item,69.72
RET001383,ORD014109,PROD048,2024-05-13,Customer Changed Mind,100.09
RET001384,ORD014114,PROD074,2024-06-05,Quality Issue,45.55
RET001385,ORD014130,PROD053,2024-08-30,Quality Issue,22.11
RET001386,ORD014143,PROD049,2025-08-13,Wrong Item,71.81
RET001387,ORD014154,PROD089,2024-04-07,Customer Changed Mind,70.27
RET001388,ORD014175,PROD013,2024-06-03,Wrong Item,37.61
RET001389,ORD014183,PROD068,2025-07-09,Quality Issue,116.8
RET001390,ORD014195,PROD061,2025-05-03,Damaged Item,127.48
RET001391,ORD014207,PROD077,2024-02-26,Damaged Item,49.79
RET001392,ORD014218,PROD043,2024-03-18,Customer Changed Mind,116.96
RET001393,ORD014222,PROD013,2024-06-14,Customer Changed Mind,50.24
RET001394,ORD014226,PROD096,2024-10-30,Damaged Item,123.05
RET001395,ORD014229,PROD076,2024-01-18,Customer Changed Mind,130.99
RET001396,ORD014234,PROD089,2025-04-16,Damaged Item,141.6
RET001397,ORD014238,PROD023,2024-11-12,Quality Issue,23.07
RET001398,ORD014246,PROD068,2024-11-28,Wrong Item,115.75
RET001399,ORD014257,PROD057,2024-04-03,Quality Issue,99.59
RET001400,ORD014260,PROD004,2024-12-03,Customer Changed Mind,100.33
RET001401,ORD014264,PROD059,2024-06-30,Customer Changed Mind,40.52
RET001402,ORD014280,PROD013,2025-07-30,Damaged Item,94.82
RET001403,ORD014286,PROD019,2025-02-24,Wrong Item,63.72
RET001404,ORD014301,PROD003,2024-05-08,Damaged Item,25.88
RET001405,ORD014323,PROD016,2024-11-01,Damaged Item,105.77
RET001406,ORD014325,PROD062,2024-02-16,Late Delivery,63.87
RET001407,ORD014359,PROD040,2025-12-04,Damaged Item,27.05
RET001408,ORD014362,PROD034,2025-03-29,Quality Issue,114.6
RET001409,ORD014387,PROD012,2024-07-14,Customer Changed Mind,59.59
RET001410,ORD014393,PROD015,2024-10-24,Damaged Item,10.37
RET001411,ORD014394,PROD012,2025-03-29,Customer Changed Mind,142.76
RET001412,ORD014399,PROD071,2025-09-03,Quality Issue,128.51
RET001413,ORD014403,PROD001,2025-07-10,Late Delivery,117.3
RET001414,ORD014411,PROD061,2024-02-01,Quality Issue,127.93
RET001415,ORD014423,PROD094,2025-02-14,Customer Changed Mind,105.41
RET001416,ORD014444,PROD072,2024-06-08,Wrong Item,17.17
RET001417,ORD014452,PROD014,2025-01-12,Quality Issue,134.14
RET001418,ORD014470,PROD019,2025-08-14,Wrong Item,17.77
RET001419,ORD014476,PROD049,2025-08-09,Late Delivery,127.72
RET001420,ORD014482,PROD026,2025-04-25,Damaged Item,78.07
RET001421,ORD014575,PROD036,2025-09-14,Quality Issue,45.0
RET001422,ORD014578,PROD057,2024-07-30,Customer Changed Mind,141.19
RET001423,ORD014582,PROD082,2024-03-08,Quality Issue,21.79
RET001424,ORD014586,PROD032,2024-09-13,Wrong Item,112.96
RET001425,ORD014603,PROD099,2025-10-10,Quality Issue,105.01
RET001426,ORD014604,PROD001,2025-11-02,Customer Changed Mind,96.67
RET001427,ORD014622,PROD055,2025-08-31,Late Delivery,36.29
RET001428,ORD014623,PROD066,2024-03-25,Damaged Item,48.87
RET001429,ORD014629,PROD081,2025-10-14,Quality Issue,139.65
RET001430,ORD014632,PROD044,2024-09-13,Damaged Item,70.97
RET001431,ORD014660,PROD081,2025-05-15,Wrong Item,35.03
RET001432,ORD014664,PROD056,2025-08-09,Quality Issue,52.67
RET001433,ORD014682,PROD036,2024-12-06,Quality Issue,121.04
RET001434,ORD014687,PROD089,2024-12-21,Customer Changed Mind,51.34
RET001435,ORD014701,PROD025,2024-07-17,Wrong Item,104.54
RET001436,ORD014705,PROD086,2024-02-28,Late Delivery,32.75
RET001437,ORD014707,PROD008,2025-09-13,Late Delivery,112.57
RET001438,ORD014708,PROD062,2024-05-27,Quality Issue,87.15
RET001439,ORD014728,PROD065,2024-08-17,Damaged Item,30.33
RET001440,ORD014729,PROD093,2024-09-04,Customer Changed Mind,28.28
RET001441,ORD014743,PROD054,2025-05-15,Customer Changed Mind,96.39
RET001442,ORD014748,PROD089,2025-03-20,Wrong Item,19.22
RET001443,ORD014749,PROD028,2024-03-17,Quality Issue,14.49
RET001444,ORD014758,PROD017,2025-11-07,Late Delivery,50.53
RET001445,ORD014834,PROD017,2024-05-21,Wrong Item,81.5
RET001446,ORD014835,PROD049,2024-02-12,Damaged Item,135.64
RET001447,ORD014844,PROD019,2024-08-18,Wrong Item,77.65
RET001448,ORD014862,PROD058,2025-12-30,Late Delivery,57.47
RET001449,ORD014888,PROD065,2025-12-08,Quality Issue,118.39
RET001450,ORD014899,PROD091,2025-02-09,Wrong Item,38.35
RET001451,ORD014906,PROD073,2024-09-16,Customer Changed Mind,41.02
RET001452,ORD014918,PROD047,2024-07-14,Customer Changed Mind,44.42
RET001453,ORD014923,PROD082,2024-07-22,Wrong Item,117.97
RET001454,ORD014929,PROD012,2025-01-27,Customer Changed Mind,38.65
RET001455,ORD014935,PROD065,2024-02-17,Quality Issue,116.79
RET001456,ORD014953,PROD019,2025-11-03,Quality Issue,16.69
RET001457,ORD014963,PROD045,2025-03-21,Wrong Item,78.68
RET001458,ORD014970,PROD017,2024-08-02,Late Delivery,93.31
RET001459,ORD014981,PROD073,2024-08-05,Customer Changed Mind,105.7
RET001460,ORD014987,PROD060,2025-10-02,Damaged Item,37.31
RET001461,ORD014989,PROD087,2025-10-17,Wrong Item,145.32
RET001462,ORD015006,PROD035,2025-04-05,Quality Issue,109.77
RET001463,ORD015011,PROD069,2025-05-07,Quality Issue,40.87
RET001464,ORD015018,PROD077,2025-04-17,Wrong Item,112.12
RET001465,ORD015029,PROD039,2024-03-16,Wrong Item,78.96
RET001466,ORD015057,PROD024,2024-12-30,Customer Changed Mind,127.16
RET001467,ORD015058,PROD097,2025-08-24,Damaged Item,19.33
RET001468,ORD015080,PROD040,2025-01-17,Damaged Item,73.25
RET001469,ORD015084,PROD092,2024-06-27,Damaged Item,70.54
RET001470,ORD015095,PROD078,2025-08-30,Quality Issue,99.52
RET001471,ORD015101,PROD036,2026-01-01,Customer Changed Mind,83.87
RET001472,ORD015110,PROD023,2024-09-23,Wrong Item,116.09
RET001473,ORD015111,PROD053,2025-05-18,Late Delivery,73.59
RET001474,ORD015116,PROD017,2024-06-25,Customer Changed Mind,12.91
RET001475,ORD015124,PROD032,2024-12-08,Late Delivery,62.73
RET001476,ORD015131,PROD070,2025-12-23,Wrong Item,29.32
RET001477,ORD015135,PROD025,2025-01-02,Damaged Item,99.76
RET001478,ORD015136,PROD089,2025-06-08,Quality Issue,96.36
RET001479,ORD015153,PROD054,2024-02-29,Customer Changed Mind,106.06
RET001480,ORD015186,PROD013,2024-07-27,Customer Changed Mind,134.46
RET001481,ORD015187,PROD031,2024-06-02,Wrong Item,92.87
RET001482,ORD015189,PROD049,2025-05-09,Customer Changed Mind,91.76
RET001483,ORD015207,PROD041,2024-11-14,Customer Changed Mind,18.46
RET001484,ORD015209,PROD031,2025-08-12,Quality Issue,72.75
RET001485,ORD015217,PROD002,2025-03-16,Customer Changed Mind,108.69
RET001486,ORD015230,PROD043,2024-12-18,Damaged Item,98.05
RET001487,ORD015239,PROD081,2025-06-09,Wrong Item,95.99
RET001488,ORD015240,PROD013,2024-09-17,Customer Changed Mind,81.63
RET001489,ORD015243,PROD030,2024-09-13,Quality Issue,23.13
RET001490,ORD015251,PROD095,2024-07-15,Damaged Item,138.81
RET001491,ORD015267,PROD002,2024-08-13,Customer Changed Mind,65.51
RET001492,ORD015268,PROD023,2024-05-03,Damaged Item,40.14
RET001493,ORD015307,PROD045,2025-02-18,Quality Issue,91.77
RET001494,ORD015312,PROD034,2024-07-11,Late Delivery,88.3
RET001495,ORD015316,PROD055,2025-11-24,Wrong Item,115.18
RET001496,ORD015332,PROD001,2024-11-20,Damaged Item,61.26
RET001497,ORD015337,PROD059,2025-06-26,Wrong Item,15.01
RET001498,ORD015341,PROD034,2025-08-21,Wrong Item,113.54
RET001499,ORD015398,PROD032,2025-09-11,Late Delivery,27.28
RET001500,ORD015423,PROD008,2024-12-23,Quality Issue,146.78
RET001501,ORD015463,PROD005,2025-11-28,Damaged Item,67.82
RET001502,ORD015478,PROD059,2025-02-04,Wrong Item,105.87
RET001503,ORD015482,PROD088,2024-12-13,Quality Issue,145.64
RET001504,ORD015487,PROD088,2025-02-14,Quality Issue,81.8
RET001505,ORD015489,PROD071,2024-03-06,Damaged Item,104.08
RET001506,ORD015514,PROD004,2025-08-11,Wrong Item,144.01
RET001507,ORD015521,PROD032,2024-02-12,Late Delivery,42.75
RET001508,ORD015533,PROD045,2024-05-13,Damaged Item,140.39
RET001509,ORD015542,PROD018,2025-06-27,Damaged Item,51.94
RET001510,ORD015584,PROD008,2026-01-04,Customer Changed Mind,32.44
RET001511,ORD015590,PROD099,2024-09-03,Damaged Item,38.0
RET001512,ORD015591,PROD019,2024-12-01,Damaged Item,41.55
RET001513,ORD015597,PROD067,2024-01-16,Customer Changed Mind,86.3
RET001514,ORD015600,PROD087,2024-09-02,Quality Issue,139.83
RET001515,ORD015608,PROD049,2025-01-08,Damaged Item,23.8
RET001516,ORD015613,PROD082,2024-03-26,Wrong Item,85.42
RET001517,ORD015615,PROD092,2024-03-08,Wrong Item,115.83
RET001518,ORD015634,PROD085,2024-06-16,Quality Issue,30.73
RET001519,ORD015652,PROD048,2024-10-18,Damaged Item,13.44
RET001520,ORD015653,PROD032,2025-04-23,Late Delivery,57.24
RET001521,ORD015677,PROD046,2025-07-17,Customer Changed Mind,46.89
RET001522,ORD015679,PROD087,2024-04-27,Customer Changed Mind,101.01
RET001523,ORD015696,PROD085,2025-01-02,Late Delivery,61.79
RET001524,ORD015701,PROD078,2024-08-06,Quality Issue,77.78
RET001525,ORD015714,PROD039,2025-04-27,Customer Changed Mind,35.4
RET001526,ORD015727,PROD092,2024-02-05,Customer Changed Mind,64.63
RET001527,ORD015732,PROD087,2025-01-11,Damaged Item,56.45
RET001528,ORD015734,PROD072,2025-09-09,Damaged Item,24.75
RET001529,ORD015762,PROD037,2024-03-19,Customer Changed Mind,22.44
RET001530,ORD015764,PROD034,2025-08-13,Customer Changed Mind,104.99
RET001531,ORD015783,PROD009,2025-10-04,Damaged Item,30.54
RET001532,ORD015789,PROD013,2025-08-08,Late Delivery,116.03
RET001533,ORD015790,PROD040,2025-10-20,Quality Issue,12.03
RET001534,ORD015835,PROD057,2024-01-27,Wrong Item,30.09
RET001535,ORD015866,PROD059,2025-02-24,Quality Issue,62.54
RET001536,ORD015912,PROD093,2024-10-11,Wrong Item,135.22
RET001537,ORD015923,PROD021,2025-10-26,Quality Issue,61.14
RET001538,ORD015936,PROD077,2025-08-28,Wrong Item,80.3
RET001539,ORD015938,PROD090,2024-09-27,Customer Changed Mind,115.65
RET001540,ORD015968,PROD046,2024-03-05,Quality Issue,69.83
RET001541,ORD015972,PROD091,2024-04-11,Wrong Item,32.67
RET001542,ORD015980,PROD013,2024-05-08,Wrong Item,77.37
RET001543,ORD016009,PROD071,2025-03-07,Quality Issue,122.29
RET001544,ORD016011,PROD041,2025-05-10,Quality Issue,99.19
RET001545,ORD016025,PROD074,2024-08-17,Damaged Item,76.4
RET001546,ORD016045,PROD011,2025-12-23,Quality Issue,62.32
RET001547,ORD016052,PROD077,2025-05-19,Damaged Item,93.85
RET001548,ORD016063,PROD020,2024-12-09,Damaged Item,78.49
RET001549,ORD016065,PROD058,2024-08-28,Customer Changed Mind,113.86
RET001550,ORD016072,PROD097,2024-04-16,Quality Issue,10.15
RET001551,ORD016080,PROD066,2024-11-18,Damaged Item,104.44
RET001552,ORD016082,PROD089,2024-03-22,Wrong Item,22.43
RET001553,ORD016114,PROD082,2025-07-12,Damaged Item,141.95
RET001554,ORD016119,PROD065,2024-10-23,Quality Issue,29.04
RET001555,ORD016131,PROD051,2025-09-01,Quality Issue,125.36
RET001556,ORD016138,PROD012,2024-12-23,Wrong Item,25.36
RET001557,ORD016162,PROD073,2025-04-04,Customer Changed Mind,19.51
RET001558,ORD016178,PROD088,2025-03-21,Quality Issue,61.21
RET001559,ORD016179,PROD039,2024-08-14,Customer Changed Mind,41.73
RET001560,ORD016180,PROD037,2026-01-04,Customer Changed Mind,17.89
RET001561,ORD016185,PROD031,2025-10-04,Customer Changed Mind,10.33
RET001562,ORD016188,PROD016,2024-06-07,Quality Issue,81.93
RET001563,ORD016192,PROD043,2024-01-22,Customer Changed Mind,51.45
RET001564,ORD016200,PROD091,2025-09-17,Wrong Item,59.6
RET001565,ORD016206,PROD037,2024-01-22,Wrong Item,20.89
RET001566,ORD016269,PROD033,2025-08-06,Quality Issue,21.6
RET001567,ORD016282,PROD026,2025-07-19,Wrong Item,142.5
RET001568,ORD016306,PROD032,2024-06-01,Wrong Item,61.52
RET001569,ORD016307,PROD059,2024-02-18,Quality Issue,107.28
RET001570,ORD016326,PROD078,2024-10-01,Damaged Item,146.1
RET001571,ORD016359,PROD022,2024-04-08,Wrong Item,20.46
RET001572,ORD016364,PROD076,2024-07-10,Wrong Item,45.79
RET001573,ORD016370,PROD095,2024-12-02,Customer Changed Mind,81.91
RET001574,ORD016371,PROD066,2025-07-22,Quality Issue,13.87
RET001575,ORD016376,PROD022,2025-03-30,Wrong Item,30.27
RET001576,ORD016377,PROD053,2024-09-03,Customer Changed Mind,82.73
RET001577,ORD016384,PROD093,2025-03-22,Damaged Item,83.46
RET001578,ORD016397,PROD073,2024-02-04,Quality Issue,32.47
RET001579,ORD016415,PROD023,2024-04-27,Quality Issue,121.97
RET001580,ORD016416,PROD033,2025-02-17,Quality Issue,103.41
RET001581,ORD016426,PROD003,2024-11-18,Damaged Item,59.97
RET001582,ORD016436,PROD054,2025-01-03,Damaged Item,134.15
RET001583,ORD016450,PROD022,2025-08-04,Wrong Item,117.01
RET001584,ORD016452,PROD083,2025-11-20,Wrong Item,108.3
RET001585,ORD016475,PROD044,2024-05-22,Quality Issue,46.89
RET001586,ORD016478,PROD098,2025-01-04,Late Delivery,69.19
RET001587,ORD016484,PROD069,2024-04-10,Damaged Item,92.16
RET001588,ORD016496,PROD068,2025-07-12,Wrong Item,53.19
RET001589,ORD016497,PROD014,2024-07-03,Damaged Item,119.5
RET001590,ORD016511,PROD039,2024-06-15,Quality Issue,43.86
RET001591,ORD016522,PROD041,2024-07-30,Late Delivery,59.13
RET001592,ORD016523,PROD095,2025-10-27,Wrong Item,75.98
RET001593,ORD016527,PROD094,2025-06-05,Late Delivery,48.99
RET001594,ORD016542,PROD070,2024-04-14,Damaged Item,149.12
RET001595,ORD016572,PROD062,2024-05-18,Customer Changed Mind,68.65
RET001596,ORD016593,PROD036,2024-10-30,Wrong Item,71.61
RET001597,ORD016596,PROD040,2024-10-11,Damaged Item,66.9
RET001598,ORD016600,PROD028,2024-11-11,Wrong Item,99.0
RET001599,ORD016602,PROD075,2024-02-12,Damaged Item,140.11
RET001600,ORD016608,PROD010,2025-09-22,Customer Changed Mind,65.29
RET001601,ORD016626,PROD065,2025-01-15,Wrong Item,51.13
RET001602,ORD016635,PROD093,2024-10-08,Wrong Item,35.4
RET001603,ORD016651,PROD092,2025-06-22,Customer Changed Mind,84.18
RET001604,ORD016664,PROD003,2025-11-06,Wrong Item,95.67
RET001605,ORD016681,PROD065,2025-10-08,Quality Issue,86.97
RET001606,ORD016696,PROD065,2024-09-09,Wrong Item,25.24
RET001607,ORD016711,PROD078,2025-06-29,Quality Issue,103.74
RET001608,ORD016714,PROD057,2025-05-13,Damaged Item,74.08
RET001609,ORD016751,PROD085,2025-03-22,Customer Changed Mind,127.12
