shipment_id,order_id,carrier,shipping_method,shipping_cost,delay_days,delay_reason
SHP022769,ORD022769,FedEx,Expedited,15.07,0,No Delay
SHP022770,ORD022770,FedEx,Standard,12.34,0,No Delay
SHP022771,ORD022771,USPS,Priority,33.17,1,Supplier Delay
SHP022772,ORD022772,DHL,Standard,27.75,7,System Issue
SHP022773,ORD022773,UPS,Standard,14.55,0,No Delay
SHP022774,ORD022774,DHL,Standard,17.61,0,No Delay
SHP022775,ORD022775,Regional Carrier,Standard,10.35,0,No Delay
SHP022776,ORD022776,Regional Carrier,Standard,15.52,0,No Delay
SHP022777,ORD022777,USPS,Standard,13.64,0,No Delay
SHP022778,ORD022778,DHL,Priority,50.69,0,No Delay
SHP022779,ORD022779,DHL,Standard,12.14,0,No Delay
SHP022780,ORD022780,FedEx,Priority,45.16,0,No Delay
SHP022781,ORD022781,USPS,Priority,57.35,2,Supplier Delay
SHP022782,ORD022782,Regional Carrier,Priority,42.65,0,No Delay
SHP022783,ORD022783,DHL,Priority,41.24,0,No Delay
SHP022784,ORD022784,USPS,Expedited,28.07,0,No Delay
SHP022785,ORD022785,FedEx,Standard,11.33,0,No Delay
SHP022786,ORD022786,DHL,Standard,10.84,0,No Delay
SHP022787,ORD022787,Regional Carrier,Priority,41.88,0,No Delay
SHP022788,ORD022788,DHL,Expedited,22.67,0,No Delay
SHP022789,ORD022789,DHL,Standard,11.98,0,No Delay
SHP022790,ORD022790,Regional Carrier,Standard,11.78,0,No Delay
SHP022791,ORD022791,USPS,Standard,17.62,0,No Delay
SHP022792,ORD022792,USPS,Standard,16.43,0,No Delay
SHP022793,ORD022793,Regional Carrier,Standard,13.61,0,No Delay
SHP022794,ORD022794,UPS,Standard,9.66,0,No Delay
SHP022795,ORD022795,Regional Carrier,Priority,49.71,0,No Delay
SHP022796,ORD022796,FedEx,Standard,17.67,0,No Delay
SHP022797,ORD022797,UPS,Expedited,26.02,0,No Delay
SHP022798,ORD022798,Regional Carrier,Standard,12.53,0,No Delay
SHP022799,ORD022799,DHL,Expedited,24.15,0,No Delay
SHP022801,ORD022801,Regional Carrier,Standard,10.53,0,No Delay
SHP022802,ORD022802,UPS,Expedited,23.84,0,No Delay
SHP022803,ORD022803,FedEx,Standard,7.77,0,No Delay
SHP022804,ORD022804,UPS,Standard,23.23,8,Labor Constraint
SHP022805,ORD022805,Regional Carrier,Expedited,27.56,0,No Delay
SHP022806,ORD022806,DHL,Standard,15.06,0,No Delay
SHP022807,ORD022807,UPS,Standard,12.64,0,No Delay
SHP022808,ORD022808,FedEx,Standard,16.58,0,No Delay
SHP022809,ORD022809,Regional Carrier,Standard,10.24,0,No Delay
SHP022810,ORD022810,USPS,Standard,7.42,0,No Delay
SHP022811,ORD022811,FedEx,Standard,9.32,0,No Delay
SHP022812,ORD022812,USPS,Standard,10.56,0,No Delay
SHP022813,ORD022813,UPS,Expedited,19.67,0,No Delay
SHP022814,ORD022814,UPS,Standard,15.78,0,No Delay
SHP022815,ORD022815,Regional Carrier,Standard,8.57,0,No Delay
SHP022816,ORD022816,DHL,Standard,14.01,0,No Delay
SHP022817,ORD022817,Regional Carrier,Standard,16.88,0,No Delay
SHP022818,ORD022818,FedEx,Expedited,26.54,0,No Delay
SHP022819,ORD022819,USPS,Standard,12.06,0,No Delay
SHP022820,ORD022820,USPS,Standard,8.45,0,No Delay
SHP022821,ORD022821,DHL,Standard,17.45,0,No Delay
SHP022822,ORD022822,UPS,Standard,9.59,0,No Delay
SHP022823,ORD022823,UPS,Standard,16.2,0,No Delay
SHP022824,ORD022824,UPS,Expedited,31.96,1,System Issue
SHP022825,ORD022825,Regional Carrier,Expedited,23.29,0,No Delay
SHP022826,ORD022826,UPS,Standard,20.49,7,Labor Constraint
SHP022827,ORD022827,FedEx,Priority,34.2,0,No Delay
SHP022828,ORD022828,UPS,Expedited,29.74,0,No Delay
SHP022829,ORD022829,UPS,Expedited,17.24,0,No Delay
SHP022830,ORD022830,FedEx,Standard,8.14,0,No Delay
SHP022831,ORD022831,FedEx,Standard,13.53,0,No Delay
SHP022832,ORD022832,USPS,Standard,16.0,0,No Delay
SHP022833,ORD022833,Regional Carrier,Standard,14.12,0,No Delay
SHP022834,ORD022834,Regional Carrier,Standard,10.1,0,No Delay
SHP022835,ORD022835,FedEx,Standard,21.65,6,System Issue
SHP022836,ORD022836,FedEx,Standard,7.02,0,No Delay
SHP022837,ORD022837,FedEx,Standard,6.5,0,No Delay
SHP022838,ORD022838,Regional Carrier,Standard,15.7,0,No Delay
SHP022839,ORD022839,FedEx,Standard,10.67,0,No Delay
SHP022840,ORD022840,FedEx,Standard,17.99,0,No Delay
SHP022841,ORD022841,USPS,Standard,11.41,0,No Delay
SHP022842,ORD022842,FedEx,Expedited,25.83,0,No Delay
SHP022843,ORD022843,DHL,Standard,10.53,0,No Delay
SHP022844,ORD022844,FedEx,Priority,26.91,0,No Delay
SHP022845,ORD022845,UPS,Expedited,30.32,0,No Delay
SHP022846,ORD022846,DHL,Standard,8.75,0,No Delay
SHP022847,ORD022847,Regional Carrier,Expedited,28.25,0,No Delay
SHP022848,ORD022848,USPS,Standard,16.7,0,No Delay
SHP022849,ORD022849,USPS,Standard,22.37,4,Weather
SHP022850,ORD022850,Regional Carrier,Priority,49.86,0,No Delay
SHP022851,ORD022851,FedEx,Standard,15.31,0,No Delay
SHP022853,ORD022853,FedEx,Standard,9.08,0,No Delay
SHP022854,ORD022854,FedEx,Standard,22.23,5,Weather
SHP022855,ORD022855,DHL,Expedited,32.18,0,No Delay
SHP022856,ORD022856,USPS,Priority,52.8,2,Carrier Delay
SHP022857,ORD022857,USPS,Standard,13.05,0,No Delay
SHP022858,ORD022858,USPS,Expedited,31.65,0,No Delay
SHP022859,ORD022859,USPS,Standard,15.64,0,No Delay
SHP022860,ORD022860,FedEx,Priority,49.04,0,No Delay
SHP022861,ORD022861,USPS,Expedited,22.82,0,No Delay
SHP022862,ORD022862,FedEx,Standard,14.52,0,No Delay
SHP022863,ORD022863,Regional Carrier,Expedited,24.1,0,No Delay
SHP022864,ORD022864,UPS,Standard,16.61,0,No Delay
SHP022865,ORD022865,DHL,Standard,17.72,0,No Delay
SHP022867,ORD022867,FedEx,Expedited,32.94,0,No Delay
SHP022868,ORD022868,FedEx,Standard,13.46,0,No Delay
SHP022869,ORD022869,UPS,Expedited,24.04,0,No Delay
SHP022871,ORD022871,Regional Carrier,Expedited,40.75,7,Supplier Delay
SHP022872,ORD022872,UPS,Standard,7.71,0,No Delay
SHP022873,ORD022873,UPS,Standard,11.82,0,No Delay
SHP022874,ORD022874,DHL,Standard,15.8,0,No Delay
SHP022875,ORD022875,UPS,Priority,33.39,0,No Delay
SHP022876,ORD022876,DHL,Standard,14.19,0,No Delay
SHP022877,ORD022877,UPS,Standard,17.3,0,No Delay
SHP022878,ORD022878,UPS,Standard,9.13,0,No Delay
SHP022880,ORD022880,DHL,Standard,9.4,1,Carrier Delay
SHP022882,ORD022882,DHL,Standard,9.46,0,No Delay
SHP022884,ORD022884,Regional Carrier,Standard,9.99,0,No Delay
SHP022885,ORD022885,UPS,Standard,17.53,0,No Delay
SHP022886,ORD022886,Regional Carrier,Standard,17.9,0,No Delay
SHP022887,ORD022887,USPS,Standard,16.69,0,No Delay
SHP022888,ORD022888,USPS,Standard,13.8,0,No Delay
SHP022889,ORD022889,FedEx,Standard,14.54,0,No Delay
SHP022890,ORD022890,USPS,Standard,12.48,0,No Delay
SHP022891,ORD022891,DHL,Standard,24.43,8,Supplier Delay
SHP022892,ORD022892,DHL,Standard,16.37,0,No Delay
SHP022893,ORD022893,USPS,Standard,8.05,0,No Delay
SHP022895,ORD022895,FedEx,Standard,12.11,0,No Delay
SHP022896,ORD022896,FedEx,Standard,16.38,0,No Delay
SHP022897,ORD022897,DHL,Standard,9.77,0,No Delay
SHP022898,ORD022898,Regional Carrier,Standard,14.56,0,No Delay
SHP022899,ORD022899,Regional Carrier,Standard,13.13,0,No Delay
SHP022900,ORD022900,Regional Carrier,Standard,12.12,3,System Issue
SHP022901,ORD022901,UPS,Standard,20.75,2,Supplier Delay
SHP022902,ORD022902,Regional Carrier,Standard,13.69,4,Labor Constraint
SHP022903,ORD022903,UPS,Standard,15.65,0,No Delay
SHP022904,ORD022904,FedEx,Expedited,20.32,0,No Delay
SHP022905,ORD022905,Regional Carrier,Standard,9.36,0,No Delay
SHP022906,ORD022906,USPS,Standard,9.06,0,No Delay
SHP022907,ORD022907,UPS,Standard,13.91,0,No Delay
SHP022908,ORD022908,USPS,Standard,6.11,0,No Delay
SHP022909,ORD022909,DHL,Standard,7.66,0,No Delay
SHP022910,ORD022910,FedEx,Standard,11.79,2,Weather
SHP022911,ORD022911,DHL,Standard,17.33,0,No Delay
SHP022912,ORD022912,UPS,Expedited,21.81,1,Carrier Delay
SHP022913,ORD022913,DHL,Expedited,25.87,0,No Delay
SHP022914,ORD022914,USPS,Priority,46.49,0,No Delay
SHP022915,ORD022915,USPS,Expedited,15.66,0,No Delay
SHP022916,ORD022916,DHL,Standard,8.02,0,No Delay
SHP022917,ORD022917,USPS,Standard,7.38,0,No Delay
SHP022918,ORD022918,FedEx,Expedited,16.89,0,No Delay
SHP022919,ORD022919,UPS,Standard,15.62,0,No Delay
SHP022920,ORD022920,FedEx,Standard,15.04,0,No Delay
SHP022921,ORD022921,FedEx,Expedited,20.73,0,No Delay
SHP022922,ORD022922,Regional Carrier,Standard,19.17,4,Inventory Shortage
SHP022923,ORD022923,USPS,Expedited,23.28,0,No Delay
SHP022924,ORD022924,USPS,Expedited,18.58,0,No Delay
SHP022925,ORD022925,USPS,Expedited,29.26,0,No Delay
SHP022926,ORD022926,DHL,Expedited,24.91,0,No Delay
SHP022927,ORD022927,FedEx,Standard,14.73,0,No Delay
SHP022928,ORD022928,USPS,Standard,13.78,0,No Delay
SHP022929,ORD022929,USPS,Standard,10.87,0,No Delay
SHP022930,ORD022930,DHL,Standard,9.96,0,No Delay
SHP022931,ORD022931,DHL,Expedited,25.75,3,Supplier Delay
SHP022932,ORD022932,UPS,Standard,19.07,5,Inventory Shortage
SHP022933,ORD022933,Regional Carrier,Standard,6.28,0,No Delay
SHP022934,ORD022934,UPS,Priority,42.78,0,No Delay
SHP022935,ORD022935,Regional Carrier,Expedited,41.67,7,Inventory Shortage
SHP022936,ORD022936,FedEx,Standard,9.44,0,No Delay
SHP022937,ORD022937,DHL,Standard,20.51,6,Inventory Shortage
SHP022938,ORD022938,FedEx,Standard,6.32,0,No Delay
SHP022939,ORD022939,UPS,Expedited,29.04,0,No Delay
SHP022940,ORD022940,USPS,Standard,23.93,8,Carrier Delay
SHP022941,ORD022941,DHL,Standard,23.15,3,System Issue
SHP022942,ORD022942,Regional Carrier,Expedited,29.72,0,No Delay
SHP022943,ORD022943,DHL,Expedited,18.28,0,No Delay
SHP022944,ORD022944,FedEx,Standard,8.69,1,Labor Constraint
SHP022945,ORD022945,USPS,Standard,6.07,0,No Delay
SHP022946,ORD022946,USPS,Expedited,30.99,0,No Delay
SHP022948,ORD022948,UPS,Expedited,34.06,0,No Delay
SHP022949,ORD022949,DHL,Standard,14.57,0,No Delay
SHP022950,ORD022950,FedEx,Standard,14.54,0,No Delay
SHP022951,ORD022951,Regional Carrier,Priority,52.5,0,No Delay
SHP022952,ORD022952,USPS,Priority,36.35,0,No Delay
SHP022953,ORD022953,USPS,Standard,22.18,5,Weather
SHP022954,ORD022954,USPS,Standard,11.56,0,No Delay
SHP022955,ORD022955,USPS,Expedited,26.61,0,No Delay
SHP022956,ORD022956,FedEx,Standard,11.06,0,No Delay
SHP022957,ORD022957,Regional Carrier,Standard,9.87,0,No Delay
SHP022958,ORD022958,FedEx,Standard,26.03,6,Supplier Delay
SHP022959,ORD022959,DHL,Expedited,15.86,0,No Delay
SHP022961,ORD022961,USPS,Standard,11.72,0,No Delay
SHP022962,ORD022962,UPS,Standard,16.8,0,No Delay
SHP022963,ORD022963,DHL,Standard,10.48,0,No Delay
SHP022964,ORD022964,USPS,Expedited,30.92,0,No Delay
SHP022965,ORD022965,USPS,Standard,11.9,0,No Delay
SHP022966,ORD022966,Regional Carrier,Standard,14.5,0,No Delay
SHP022967,ORD022967,UPS,Standard,7.32,0,No Delay
SHP022968,ORD022968,USPS,Standard,18.46,4,Inventory Shortage
SHP022969,ORD022969,DHL,Priority,35.98,2,Carrier Delay
SHP022970,ORD022970,DHL,Standard,10.37,0,No Delay
SHP022971,ORD022971,Regional Carrier,Standard,6.67,0,No Delay
SHP022972,ORD022972,FedEx,Expedited,27.85,0,No Delay
SHP022973,ORD022973,Regional Carrier,Standard,6.82,0,No Delay
SHP022974,ORD022974,USPS,Standard,6.43,0,No Delay
SHP022975,ORD022975,DHL,Standard,9.82,0,No Delay
SHP022976,ORD022976,UPS,Expedited,24.89,0,No Delay
SHP022977,ORD022977,FedEx,Standard,13.02,0,No Delay
SHP022978,ORD022978,DHL,Standard,10.42,0,No Delay
SHP022979,ORD022979,UPS,Standard,9.93,0,No Delay
SHP022980,ORD022980,USPS,Standard,9.85,0,No Delay
SHP022981,ORD022981,DHL,Priority,39.21,0,No Delay
SHP022982,ORD022982,UPS,Standard,13.83,0,No Delay
SHP022983,ORD022983,USPS,Standard,10.54,0,No Delay
SHP022984,ORD022984,USPS,Expedited,29.32,0,No Delay
SHP022985,ORD022985,DHL,Expedited,15.9,0,No Delay
SHP022986,ORD022986,UPS,Standard,11.14,0,No Delay
SHP022987,ORD022987,FedEx,Standard,16.6,0,No Delay
SHP022988,ORD022988,DHL,Standard,6.85,0,No Delay
SHP022989,ORD022989,FedEx,Expedited,25.11,0,No Delay
SHP022990,ORD022990,FedEx,Expedited,26.87,0,No Delay
SHP022991,ORD022991,Regional Carrier,Standard,14.83,0,No Delay
SHP022992,ORD022992,USPS,Standard,15.03,0,No Delay
SHP022993,ORD022993,Regional Carrier,Standard,12.63,0,No Delay
SHP022994,ORD022994,UPS,Standard,7.46,0,No Delay
SHP022995,ORD022995,USPS,Standard,16.24,0,No Delay
SHP022996,ORD022996,USPS,Expedited,26.28,0,No Delay
SHP022997,ORD022997,Regional Carrier,Standard,12.53,0,No Delay
SHP022998,ORD022998,Regional Carrier,Expedited,20.77,0,No Delay
SHP022999,ORD022999,FedEx,Expedited,18.74,0,No Delay
SHP023000,ORD023000,UPS,Expedited,28.21,0,No Delay
SHP023001,ORD023001,USPS,Expedited,35.4,8,Weather
SHP023002,ORD023002,DHL,Priority,32.55,0,No Delay
SHP023003,ORD023003,DHL,Standard,16.39,0,No Delay
SHP023004,ORD023004,UPS,Standard,16.7,0,No Delay
SHP023005,ORD023005,FedEx,Expedited,20.0,0,No Delay
SHP023006,ORD023006,USPS,Standard,10.58,0,No Delay
SHP023007,ORD023007,DHL,Standard,11.53,0,No Delay
SHP023008,ORD023008,UPS,Expedited,39.77,4,Carrier Delay
SHP023009,ORD023009,USPS,Standard,13.86,0,No Delay
SHP023010,ORD023010,FedEx,Expedited,16.26,0,No Delay
SHP023011,ORD023011,Regional Carrier,Expedited,32.11,4,Carrier Delay
SHP023012,ORD023012,DHL,Standard,17.74,3,Inventory Shortage
SHP023013,ORD023013,USPS,Standard,12.27,0,No Delay
SHP023014,ORD023014,USPS,Standard,11.74,0,No Delay
SHP023015,ORD023015,USPS,Priority,52.02,0,No Delay
SHP023016,ORD023016,USPS,Priority,44.62,8,Labor Constraint
SHP023017,ORD023017,FedEx,Standard,13.58,0,No Delay
SHP023018,ORD023018,FedEx,Expedited,31.61,0,No Delay
SHP023019,ORD023019,Regional Carrier,Standard,14.39,0,No Delay
SHP023020,ORD023020,USPS,Standard,10.95,0,No Delay
SHP023021,ORD023021,FedEx,Expedited,28.83,0,No Delay
SHP023022,ORD023022,FedEx,Standard,15.5,0,No Delay
SHP023023,ORD023023,UPS,Expedited,35.84,2,Labor Constraint
SHP023024,ORD023024,Regional Carrier,Standard,9.87,0,No Delay
SHP023025,ORD023025,UPS,Expedited,20.58,0,No Delay
SHP023026,ORD023026,FedEx,Standard,17.6,0,No Delay
SHP023027,ORD023027,UPS,Standard,17.47,0,No Delay
SHP023028,ORD023028,USPS,Standard,8.85,0,No Delay
SHP023029,ORD023029,DHL,Standard,13.95,0,No Delay
SHP023030,ORD023030,UPS,Standard,10.82,0,No Delay
SHP023031,ORD023031,Regional Carrier,Priority,51.69,0,No Delay
SHP023032,ORD023032,USPS,Standard,9.13,0,No Delay
SHP023033,ORD023033,FedEx,Standard,11.92,0,No Delay
SHP023034,ORD023034,USPS,Standard,12.45,0,No Delay
SHP023035,ORD023035,Regional Carrier,Expedited,17.48,0,No Delay
SHP023036,ORD023036,UPS,Standard,6.2,0,No Delay
SHP023037,ORD023037,USPS,Expedited,16.63,0,No Delay
SHP023038,ORD023038,FedEx,Standard,13.36,0,No Delay
SHP023039,ORD023039,DHL,Standard,9.35,0,No Delay
SHP023040,ORD023040,FedEx,Expedited,16.92,0,No Delay
SHP023041,ORD023041,UPS,Standard,14.5,0,No Delay
SHP023042,ORD023042,DHL,Standard,12.37,0,No Delay
SHP023043,ORD023043,FedEx,Expedited,29.85,0,No Delay
SHP023044,ORD023044,FedEx,Standard,7.27,0,No Delay
SHP023045,ORD023045,DHL,Standard,9.52,0,No Delay
SHP023046,ORD023046,FedEx,Priority,49.98,0,No Delay
SHP023048,ORD023048,Regional Carrier,Expedited,32.92,0,No Delay
SHP023049,ORD023049,USPS,Priority,38.48,0,No Delay
SHP023051,ORD023051,FedEx,Standard,16.81,0,No Delay
SHP023052,ORD023052,USPS,Standard,8.89,0,No Delay
SHP023053,ORD023053,DHL,Standard,17.41,0,No Delay
SHP023054,ORD023054,Regional Carrier,Standard,15.03,0,No Delay
SHP023055,ORD023055,FedEx,Standard,15.78,0,No Delay
SHP023056,ORD023056,Regional Carrier,Standard,14.26,0,No Delay
SHP023057,ORD023057,USPS,Standard,8.34,0,No Delay
SHP023058,ORD023058,FedEx,Standard,7.68,0,No Delay
SHP023059,ORD023059,USPS,Standard,16.64,0,No Delay
SHP023060,ORD023060,UPS,Standard,17.54,0,No Delay
SHP023061,ORD023061,UPS,Standard,9.83,0,No Delay
SHP023062,ORD023062,FedEx,Standard,10.39,0,No Delay
SHP023063,ORD023063,Regional Carrier,Standard,16.61,4,Labor Constraint
SHP023064,ORD023064,Regional Carrier,Priority,36.79,0,No Delay
SHP023065,ORD023065,UPS,Standard,14.19,0,No Delay
SHP023066,ORD023066,UPS,Standard,6.88,0,No Delay
SHP023067,ORD023067,Regional Carrier,Expedited,29.33,0,No Delay
SHP023068,ORD023068,UPS,Priority,26.03,0,No Delay
SHP023069,ORD023069,Regional Carrier,Expedited,26.09,3,Labor Constraint
SHP023070,ORD023070,DHL,Expedited,23.7,0,No Delay
SHP023071,ORD023071,Regional Carrier,Priority,51.53,0,No Delay
SHP023072,ORD023072,Regional Carrier,Expedited,25.64,0,No Delay
SHP023073,ORD023073,USPS,Standard,16.83,0,No Delay
SHP023074,ORD023074,UPS,Standard,15.76,0,No Delay
SHP023075,ORD023075,Regional Carrier,Standard,11.33,0,No Delay
SHP023076,ORD023076,DHL,Standard,15.76,0,No Delay
SHP023077,ORD023077,Regional Carrier,Priority,39.46,0,No Delay
SHP023078,ORD023078,FedEx,Standard,16.52,0,No Delay
SHP023079,ORD023079,DHL,Standard,17.87,0,No Delay
SHP023080,ORD023080,FedEx,Standard,16.71,0,No Delay
SHP023081,ORD023081,UPS,Standard,20.83,3,System Issue
SHP023082,ORD023082,DHL,Standard,14.06,0,No Delay
SHP023083,ORD023083,Regional Carrier,Expedited,37.5,2,Weather
SHP023084,ORD023084,Regional Carrier,Standard,11.62,0,No Delay
SHP023085,ORD023085,FedEx,Priority,44.43,0,No Delay
SHP023086,ORD023086,USPS,Standard,16.21,0,No Delay
SHP023087,ORD023087,UPS,Expedited,20.92,0,No Delay
SHP023088,ORD023088,FedEx,Standard,8.03,0,No Delay
SHP023089,ORD023089,USPS,Standard,18.88,6,Weather
SHP023090,ORD023090,FedEx,Expedited,24.93,0,No Delay
SHP023091,ORD023091,Regional Carrier,Standard,18.5,7,System Issue
SHP023092,ORD023092,UPS,Standard,10.9,0,No Delay
SHP023093,ORD023093,FedEx,Standard,15.54,0,No Delay
SHP023094,ORD023094,UPS,Standard,13.05,0,No Delay
SHP023095,ORD023095,USPS,Standard,11.46,0,No Delay
SHP023096,ORD023096,DHL,Standard,14.99,0,No Delay
SHP023097,ORD023097,UPS,Expedited,23.64,0,No Delay
SHP023098,ORD023098,DHL,Standard,11.83,0,No Delay
SHP023099,ORD023099,Regional Carrier,Standard,8.66,0,No Delay
SHP023100,ORD023100,USPS,Standard,7.64,0,No Delay
SHP023101,ORD023101,UPS,Expedited,21.81,0,No Delay
SHP023102,ORD023102,USPS,Standard,7.66,0,No Delay
SHP023103,ORD023103,USPS,Expedited,31.67,0,No Delay
SHP023104,ORD023104,FedEx,Priority,39.56,0,No Delay
SHP023106,ORD023106,DHL,Priority,48.72,0,No Delay
SHP023107,ORD023107,Regional Carrier,Expedited,32.55,0,No Delay
SHP023108,ORD023108,Regional Carrier,Standard,21.53,6,Weather
SHP023109,ORD023109,USPS,Standard,15.84,0,No Delay
SHP023110,ORD023110,FedEx,Standard,16.62,0,No Delay
SHP023111,ORD023111,FedEx,Expedited,18.82,0,No Delay
SHP023112,ORD023112,USPS,Priority,32.86,0,No Delay
SHP023113,ORD023113,Regional Carrier,Standard,12.0,0,No Delay
SHP023114,ORD023114,FedEx,Standard,7.69,0,No Delay
SHP023115,ORD023115,UPS,Standard,11.91,1,Inventory Shortage
SHP023116,ORD023116,UPS,Expedited,21.26,0,No Delay
SHP023117,ORD023117,FedEx,Standard,10.0,0,No Delay
SHP023118,ORD023118,Regional Carrier,Expedited,15.84,0,No Delay
SHP023119,ORD023119,Regional Carrier,Priority,47.5,0,No Delay
SHP023120,ORD023120,DHL,Standard,17.94,0,No Delay
SHP023121,ORD023121,Regional Carrier,Standard,7.31,0,No Delay
SHP023122,ORD023122,Regional Carrier,Expedited,32.04,0,No Delay
SHP023123,ORD023123,UPS,Standard,17.08,0,No Delay
SHP023124,ORD023124,USPS,Expedited,15.25,0,No Delay
SHP023125,ORD023125,Regional Carrier,Standard,11.95,0,No Delay
SHP023126,ORD023126,FedEx,Standard,15.42,0,No Delay
SHP023127,ORD023127,USPS,Standard,11.22,0,No Delay
SHP023128,ORD023128,Regional Carrier,Priority,42.2,0,No Delay
SHP023129,ORD023129,USPS,Standard,17.79,0,No Delay
SHP023130,ORD023130,Regional Carrier,Standard,15.5,0,No Delay
SHP023131,ORD023131,USPS,Standard,7.64,0,No Delay
SHP023132,ORD023132,Regional Carrier,Priority,46.51,0,No Delay
SHP023133,ORD023133,Regional Carrier,Standard,17.11,0,No Delay
SHP023134,ORD023134,UPS,Standard,16.48,0,No Delay
SHP023135,ORD023135,FedEx,Expedited,23.63,0,No Delay
SHP023136,ORD023136,UPS,Priority,40.59,0,No Delay
SHP023137,ORD023137,FedEx,Expedited,15.32,0,No Delay
SHP023138,ORD023138,FedEx,Expedited,24.15,0,No Delay
SHP023139,ORD023139,DHL,Standard,16.56,0,No Delay
SHP023140,ORD023140,DHL,Standard,7.39,0,No Delay
SHP023141,ORD023141,DHL,Standard,17.52,1,Weather
SHP023142,ORD023142,FedEx,Expedited,22.65,0,No Delay
SHP023143,ORD023143,UPS,Standard,17.89,0,No Delay
SHP023144,ORD023144,USPS,Standard,10.27,0,No Delay
SHP023145,ORD023145,UPS,Standard,7.93,0,No Delay
SHP023146,ORD023146,DHL,Standard,9.13,0,No Delay
SHP023147,ORD023147,DHL,Expedited,35.06,2,Labor Constraint
SHP023148,ORD023148,UPS,Standard,12.47,0,No Delay
SHP023149,ORD023149,USPS,Expedited,29.72,0,No Delay
SHP023150,ORD023150,FedEx,Standard,11.2,0,No Delay
SHP023151,ORD023151,Regional Carrier,Standard,16.73,0,No Delay
SHP023152,ORD023152,DHL,Standard,17.09,0,No Delay
SHP023153,ORD023153,FedEx,Priority,40.41,0,No Delay
SHP023154,ORD023154,UPS,Priority,55.06,1,Weather
SHP023155,ORD023155,FedEx,Standard,11.52,0,No Delay
SHP023156,ORD023156,USPS,Expedited,30.27,0,No Delay
SHP023157,ORD023157,DHL,Expedited,24.14,0,No Delay
SHP023158,ORD023158,Regional Carrier,Expedited,25.51,0,No Delay
SHP023159,ORD023159,UPS,Priority,25.12,0,No Delay
SHP023160,ORD023160,USPS,Standard,12.62,3,Inventory Shortage
SHP023161,ORD023161,FedEx,Standard,10.78,0,No Delay
SHP023162,ORD023162,Regional Carrier,Standard,14.24,0,No Delay
SHP023163,ORD023163,Regional Carrier,Expedited,15.66,0,No Delay
SHP023164,ORD023164,Regional Carrier,Standard,12.5,0,No Delay
SHP023166,ORD023166,USPS,Expedited,24.07,0,No Delay
SHP023167,ORD023167,DHL,Expedited,30.43,0,No Delay
SHP023168,ORD023168,USPS,Expedited,27.99,5,System Issue
SHP023169,ORD023169,UPS,Priority,42.15,0,No Delay
SHP023170,ORD023170,USPS,Expedited,38.98,6,Carrier Delay
SHP023171,ORD023171,USPS,Standard,9.99,1,Labor Constraint
SHP023172,ORD023172,USPS,Standard,27.22,6,Weather
SHP023173,ORD023173,UPS,Standard,17.34,0,No Delay
SHP023174,ORD023174,Regional Carrier,Standard,7.68,0,No Delay
SHP023175,ORD023175,UPS,Expedited,16.72,0,No Delay
SHP023176,ORD023176,FedEx,Expedited,22.95,0,No Delay
SHP023177,ORD023177,DHL,Expedited,24.11,0,No Delay
SHP023178,ORD023178,USPS,Expedited,30.62,0,No Delay
SHP023179,ORD023179,FedEx,Standard,8.81,0,No Delay
SHP023180,ORD023180,DHL,Standard,8.12,0,No Delay
SHP023181,ORD023181,UPS,Standard,17.33,0,No Delay
SHP023182,ORD023182,Regional Carrier,Standard,17.11,5,System Issue
SHP023183,ORD023183,Regional Carrier,Expedited,26.64,0,No Delay
SHP023184,ORD023184,USPS,Expedited,30.31,0,No Delay
SHP023185,ORD023185,UPS,Standard,8.54,0,No Delay
SHP023186,ORD023186,Regional Carrier,Standard,13.4,0,No Delay
SHP023187,ORD023187,UPS,Standard,16.51,0,No Delay
SHP023188,ORD023188,Regional Carrier,Standard,8.09,0,No Delay
SHP023189,ORD023189,UPS,Standard,12.31,0,No Delay
SHP023190,ORD023190,FedEx,Expedited,15.8,0,No Delay
SHP023191,ORD023191,UPS,Standard,7.61,0,No Delay
SHP023192,ORD023192,DHL,Standard,17.15,0,No Delay
SHP023193,ORD023193,UPS,Expedited,29.21,0,No Delay
SHP023194,ORD023194,UPS,Standard,6.98,0,No Delay
SHP023195,ORD023195,FedEx,Expedited,30.16,2,Inventory Shortage
SHP023196,ORD023196,USPS,Standard,26.27,6,Supplier Delay
SHP023197,ORD023197,Regional Carrier,Expedited,32.22,0,No Delay
SHP023198,ORD023198,USPS,Expedited,38.36,3,Supplier Delay
SHP023199,ORD023199,DHL,Standard,9.68,0,No Delay
SHP023200,ORD023200,DHL,Expedited,29.73,0,No Delay
SHP023202,ORD023202,DHL,Standard,9.98,0,No Delay
SHP023203,ORD023203,USPS,Expedited,25.06,0,No Delay
SHP023204,ORD023204,FedEx,Standard,15.57,0,No Delay
SHP023205,ORD023205,DHL,Standard,17.73,0,No Delay
SHP023206,ORD023206,DHL,Standard,13.41,0,No Delay
SHP023207,ORD023207,USPS,Standard,14.55,0,No Delay
SHP023208,ORD023208,FedEx,Standard,7.92,1,System Issue
SHP023209,ORD023209,UPS,Expedited,17.24,0,No Delay
SHP023210,ORD023210,UPS,Priority,52.13,6,Weather
SHP023211,ORD023211,FedEx,Standard,17.54,0,No Delay
SHP023212,ORD023212,Regional Carrier,Expedited,40.15,4,Labor Constraint
